------------------------------------------------------------------- 
Name: 106 
Date: 2018-04-19 
Number of Terminations: 35 
Number of Bifurcations: 69 
------------------------------------------------------------------- 
------------------------------------------------------------------- 
Terminations : 
------------------------------------------------------------------- 
X          Y     Angle 
 83 	  26 	 -2.36 
NaN 	 NaN 	 NaN 
206 	  30 	 1.05 
NaN 	 NaN 	 NaN 
228 	  50 	 2.09 
 68 	  56 	 0.52 
120 	  58 	 -2.09 
112 	  64 	 -2.09 
NaN 	 NaN 	 NaN 
 64 	  75 	 1.05 
235 	  75 	 2.09 
187 	  80 	 -0.79 
244 	  83 	 -1.57 
NaN 	 NaN 	 NaN 
247 	  89 	 2.36 
266 	  90 	 -1.57 
227 	 109 	 2.62 
165 	 116 	 3.14 
 53 	 117 	 1.05 
 51 	 131 	 1.05 
 55 	 140 	 1.57 
 52 	 146 	 -2.09 
 47 	 159 	 1.57 
148 	 167 	 -1.57 
NaN 	 NaN 	 NaN 
134 	 174 	 -1.57 
 47 	 180 	 1.05 
159 	 180 	 -1.57 
180 	 188 	 -2.09 
 47 	 198 	 1.05 
179 	 200 	 0.52 
207 	 213 	 1.57 
184 	 214 	 -1.57 
213 	 229 	 -1.57 
130 	 254 	 -1.05 
------------------------------------------------------------------- 
Bifurcations : 
------------------------------------------------------------------- 
X          Y     Angle 1     Angle 2    Angle 3 
144 	  17 	 -2.62 	 	 NaN 	 	 0.00 
135 	  19 	 -2.62 	 	 NaN 	 	 0.00 
127 	  27 	 3.14 	 	 NaN 	 	 0.00 
120 	  29 	 -2.62 	 	 1.57 	 	 0.52 
150 	  32 	 3.14 	 	 -1.57 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
114 	  38 	 -2.36 	 	 2.09 	 	 0.00 
150 	  38 	 3.14 	 	 1.57 	 	 -0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
197 	  40 	 2.62 	 	 1.57 	 	 -0.52 
108 	  41 	 -2.36 	 	 2.09 	 	 0.00 
195 	  57 	 2.62 	 	 1.57 	 	 -0.52 
 92 	  64 	 2.62 	 	 -2.09 	 	 0.79 
108 	  69 	 3.14 	 	 -2.09 	 	 0.79 
 72 	  76 	 -2.36 	 	 1.05 	 	 -0.79 
160 	  77 	 2.62 	 	 2.09 	 	 0.00 
 77 	  81 	 2.36 	 	 -2.09 	 	 0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
 82 	  99 	 2.62 	 	 -1.57 	 	 0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
136 	 103 	 3.14 	 	 1.57 	 	 0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
164 	 110 	 2.62 	 	 2.09 	 	 0.00 
 82 	 113 	 3.14 	 	 -2.09 	 	 0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
139 	 124 	 3.14 	 	 -1.05 	 	 0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
133 	 136 	 -2.36 	 	 2.09 	 	 0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
259 	 149 	 2.62 	 	 1.05 	 	 -0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
196 	 154 	 3.14 	 	 1.57 	 	 -0.79 
269 	 155 	 3.14 	 	 1.05 	 	 -0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
156 	 167 	 2.09 	 	 -2.09 	 	 0.00 
195 	 171 	 2.36 	 	 -1.57 	 	 0.00 
179 	 175 	 2.62 	 	 -2.09 	 	 0.00 
201 	 177 	 3.14 	 	 1.57 	 	 -0.79 
186 	 179 	 2.36 	 	 3.14 	 	 -1.05 
 90 	 181 	 2.62 	 	 -1.05 	 	 0.79 
272 	 181 	 3.14 	 	 -1.57 	 	 0.79 
259 	 184 	 2.09 	 	 -1.05 	 	 0.52 
 88 	 188 	 2.62 	 	 -1.57 	 	 1.05 
267 	 193 	 3.14 	 	 1.05 	 	 -1.05 
148 	 202 	 2.09 	 	 -1.57 	 	 0.79 
185 	 208 	 2.62 	 	 2.09 	 	 -0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
 55 	 219 	 3.14 	 	 -1.57 	 	 1.05 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
217 	 224 	 3.14 	 	 1.57 	 	 -1.05 
173 	 225 	 3.14 	 	 2.09 	 	 -1.05 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
188 	 234 	 3.14 	 	 1.05 	 	 -1.05 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
 52 	 241 	 2.36 	 	 -1.05 	 	 0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
254 	 257 	 3.14 	 	 2.09 	 	 0.00 
 95 	 262 	 -2.36 	 	 1.57 	 	 0.00 
 89 	 265 	 -2.09 	 	 1.57 	 	 0.00 
123 	 266 	 -2.09 	 	 1.57 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
131 	 269 	 2.36 	 	 -2.09 	 	 0.00 
210 	 274 	 -2.36 	 	 2.09 	 	 -0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
195 	 280 	 2.36 	 	 -1.05 	 	 0.52 
