------------------------------------------------------------------- 
Name: 67 
Date: 2018-04-14 
Number of Terminations: 46 
Number of Bifurcations: 70 
------------------------------------------------------------------- 
------------------------------------------------------------------- 
Terminations : 
------------------------------------------------------------------- 
X          Y     Angle 
201 	  17 	 0.00 
238 	  19 	 2.62 
 73 	  26 	 0.79 
247 	  34 	 2.62 
270 	  37 	 0.52 
 69 	  38 	 0.52 
NaN 	 NaN 	 NaN 
NaN 	 NaN 	 NaN 
 61 	  56 	 0.79 
260 	  63 	 3.14 
 55 	  72 	 1.05 
273 	  73 	 0.00 
NaN 	 NaN 	 NaN 
NaN 	 NaN 	 NaN 
249 	  81 	 -1.05 
140 	  84 	 -2.62 
262 	  84 	 -2.36 
269 	  85 	 2.36 
 53 	  86 	 0.79 
 49 	 106 	 1.57 
275 	 118 	 0.52 
 38 	 127 	 -2.09 
117 	 127 	 -2.36 
 45 	 128 	 1.05 
205 	 132 	 2.62 
209 	 137 	 -0.52 
272 	 139 	 2.09 
194 	 144 	 -0.79 
 44 	 147 	 1.05 
177 	 161 	 -0.52 
 49 	 166 	 0.79 
 32 	 170 	 -2.36 
 40 	 171 	 0.79 
273 	 171 	 -2.36 
 87 	 172 	 1.05 
202 	 187 	 2.36 
190 	 192 	 2.36 
196 	 197 	 -1.57 
NaN 	 NaN 	 NaN 
221 	 213 	 1.57 
240 	 222 	 2.09 
 41 	 225 	 1.57 
123 	 228 	 1.05 
157 	 233 	 2.09 
142 	 256 	 -2.09 
178 	 283 	 -1.57 
------------------------------------------------------------------- 
Bifurcations : 
------------------------------------------------------------------- 
X          Y     Angle 1     Angle 2    Angle 3 
102 	  13 	 -2.36 	 	 NaN 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 NaN 	 	 0.00 
 83 	  21 	 -2.62 	 	 NaN 	 	 -0.79 
111 	  22 	 2.62 	 	 NaN 	 	 0.00 
 94 	  26 	 3.14 	 	 -1.05 	 	 0.79 
116 	  42 	 3.14 	 	 -1.57 	 	 0.79 
118 	  52 	 -2.36 	 	 2.09 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
 71 	  74 	 2.36 	 	 -2.62 	 	 0.00 
258 	  89 	 2.62 	 	 1.05 	 	 -0.79 
 60 	  92 	 -2.62 	 	 -1.57 	 	 0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
262 	 106 	 2.62 	 	 -1.57 	 	 0.79 
153 	 108 	 -2.62 	 	 -2.09 	 	 0.00 
147 	 109 	 2.36 	 	 -2.62 	 	 0.00 
266 	 114 	 -2.62 	 	 2.09 	 	 -0.79 
260 	 119 	 2.62 	 	 -1.05 	 	 0.79 
126 	 124 	 3.14 	 	 -2.09 	 	 0.52 
264 	 125 	 2.36 	 	 -1.05 	 	 0.79 
 94 	 126 	 -2.36 	 	 1.57 	 	 0.00 
143 	 132 	 2.36 	 	 -2.62 	 	 0.00 
136 	 133 	 3.14 	 	 1.05 	 	 0.00 
267 	 135 	 -2.62 	 	 1.57 	 	 0.00 
248 	 139 	 -2.36 	 	 2.09 	 	 -0.79 
262 	 139 	 2.36 	 	 0.79 	 	 -0.79 
118 	 141 	 3.14 	 	 -2.62 	 	 0.79 
