------------------------------------------------------------------- 
Name: 15 
Date: 2018-04-13 
Number of Terminations: 33 
Number of Bifurcations: 79 
------------------------------------------------------------------- 
------------------------------------------------------------------- 
Terminations : 
------------------------------------------------------------------- 
X          Y     Angle 
 93 	  14 	 0.00 
228 	  16 	 2.62 
262 	  17 	 -0.79 
220 	  21 	 -0.52 
 87 	  24 	 0.79 
123 	  24 	 0.52 
268 	  28 	 0.00 
NaN 	 NaN 	 NaN 
270 	  40 	 0.00 
198 	  43 	 3.14 
147 	  51 	 2.62 
154 	  53 	 0.00 
NaN 	 NaN 	 NaN 
275 	  62 	 -0.52 
257 	  63 	 2.09 
275 	  69 	 -0.52 
275 	  75 	 0.00 
207 	  80 	 -0.79 
221 	  81 	 2.09 
225 	  87 	 -1.05 
251 	  91 	 2.36 
131 	 102 	 -0.52 
 53 	 105 	 0.79 
 49 	 124 	 1.05 
107 	 128 	 0.52 
271 	 133 	 3.14 
208 	 166 	 1.57 
132 	 180 	 -1.05 
115 	 186 	 -2.09 
234 	 195 	 2.09 
236 	 202 	 -1.57 
NaN 	 NaN 	 NaN 
170 	 246 	 -1.57 
------------------------------------------------------------------- 
Bifurcations : 
------------------------------------------------------------------- 
X          Y     Angle 1     Angle 2    Angle 3 
NaN 	 NaN 	 NaN 	 	 NaN 	 	 0.00 
201 	  37 	 3.14 	 	 NaN 	 	 -0.52 
190 	  50 	 2.36 	 	 NaN 	 	 0.00 
242 	  50 	 2.62 	 	 -1.57 	 	 0.79 
103 	  51 	 2.62 	 	 -2.09 	 	 0.52 
197 	  52 	 2.62 	 	 -1.05 	 	 0.79 
206 	  60 	 2.36 	 	 -1.05 	 	 0.79 
126 	  62 	 -2.62 	 	 1.57 	 	 -0.52 
163 	  65 	 2.62 	 	 -2.09 	 	 0.00 
247 	  66 	 3.14 	 	 1.05 	 	 -0.52 
148 	  68 	 2.36 	 	 -1.57 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
160 	  71 	 3.14 	 	 1.05 	 	 -0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
260 	  79 	 2.36 	 	 -2.62 	 	 -1.05 
123 	  83 	 3.14 	 	 -1.57 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
181 	  86 	 2.36 	 	 -1.57 	 	 0.52 
123 	  89 	 -2.62 	 	 1.57 	 	 0.00 
188 	  92 	 3.14 	 	 -1.57 	 	 1.05 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
117 	  99 	 2.36 	 	 -2.62 	 	 0.52 
195 	 105 	 3.14 	 	 2.09 	 	 -1.05 
 91 	 106 	 2.36 	 	 -2.36 	 	 0.00 
189 	 106 	 2.36 	 	 -1.57 	 	 0.00 
 61 	 107 	 -2.36 	 	 1.05 	 	 0.00 
261 	 108 	 2.62 	 	 -1.57 	 	 0.79 
 67 	 109 	 3.14 	 	 -2.09 	 	 0.79 
221 	 114 	 2.62 	 	 -1.57 	 	 0.52 
232 	 116 	 2.09 	 	 -1.05 	 	 0.52 
198 	 122 	 2.36 	 	 -1.05 	 	 0.79 
142 	 123 	 2.62 	 	 -2.36 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
148 	 130 	 -2.62 	 	 1.57 	 	 -0.52 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
242 	 142 	 2.09 	 	 -2.09 	 	 0.00 
148 	 144 	 3.14 	 	 1.57 	 	 -0.79 
142 	 146 	 2.36 	 	 -1.57 	 	 0.52 
167 	 148 	 3.14 	 	 1.57 	 	 -0.79 
226 	 152 	 -2.62 	 	 1.57 	 	 -0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
137 	 160 	 2.62 	 	 1.05 	 	 -0.79 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
 79 	 167 	 -2.09 	 	 1.05 	 	 0.00 
167 	 168 	 -2.36 	 	 2.09 	 	 -1.05 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
260 	 172 	 2.36 	 	 -1.57 	 	 0.00 
NaN 	 NaN 	 0.00 	 	 0.00 	 	 0.00 
264 	 185 	 2.09 	 	 -2.09 	 	 0.00 
 78 	 187 	 -2.09 	 	 1.57 	 	 0.00 
